Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772101541,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772101542,2,GET,/,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,361.08287499519065,544.6958334941883,361.08287499519065,728.3087919931859,92.0
1772101542,2,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,361.08287499519065,544.6958334941883,361.08287499519065,728.3087919931859,92.0
1772101543,2,GET,/,0.000000,0.000000,300,300,300,300,300,300,300,300,300,300,300,3,0,360.0,462.7246806630865,298.7823750008829,728.3087919931859,92.0
1772101543,2,,Aggregated,0.000000,0.000000,300,300,300,300,300,300,300,300,300,300,300,3,0,360.0,462.7246806630865,298.7823750008829,728.3087919931859,92.0
1772101544,2,GET,/,0.000000,0.000000,520,520,520,520,520,520,520,520,520,520,520,4,0,360.0,476.46365624677856,298.7823750008829,728.3087919931859,92.0
1772101544,2,,Aggregated,0.000000,0.000000,520,520,520,520,520,520,520,520,520,520,520,4,0,360.0,476.46365624677856,298.7823750008829,728.3087919931859,92.0
1772101545,2,GET,/,2.000000,0.000000,410,410,520,520,520,520,520,520,520,520,520,6,0,360.0,425.05431232469465,232.0301659638062,728.3087919931859,92.0
1772101545,2,,Aggregated,2.000000,0.000000,410,410,520,520,520,520,520,520,520,520,520,6,0,360.0,425.05431232469465,232.0301659638062,728.3087919931859,92.0
1772101546,2,GET,/,1.333333,0.000000,450,450,520,520,620,620,620,620,620,620,620,8,0,410.0,452.5587551179342,232.0301659638062,728.3087919931859,92.0
1772101546,2,,Aggregated,1.333333,0.000000,450,450,520,520,620,620,620,620,620,620,620,8,0,410.0,452.5587551179342,232.0301659638062,728.3087919931859,92.0
1772101547,2,GET,/,1.333333,0.000000,450,450,520,520,620,620,620,620,620,620,620,8,0,410.0,452.5587551179342,232.0301659638062,728.3087919931859,92.0
1772101547,2,,Aggregated,1.333333,0.000000,450,450,520,520,620,620,620,620,620,620,620,8,0,410.0,452.5587551179342,232.0301659638062,728.3087919931859,92.0
1772101548,2,GET,/,1.500000,0.000000,450,510,520,520,620,620,620,620,620,620,620,10,0,410.0,447.60779999778606,232.0301659638062,728.3087919931859,92.0
1772101548,2,,Aggregated,1.500000,0.000000,450,510,520,520,620,620,620,620,620,620,620,10,0,410.0,447.60779999778606,232.0301659638062,728.3087919931859,92.0
1772101549,2,GET,/,1.333333,0.000000,450,510,520,620,650,650,650,650,650,650,650,12,0,410.0,455.5323124999025,232.0301659638062,728.3087919931859,92.0
1772101549,2,,Aggregated,1.333333,0.000000,450,510,520,620,650,650,650,650,650,650,650,12,0,410.0,455.5323124999025,232.0301659638062,728.3087919931859,92.0
1772101550,2,GET,/,1.333333,0.000000,450,510,520,620,650,650,650,650,650,650,650,12,0,410.0,455.5323124999025,232.0301659638062,728.3087919931859,92.0
