Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772083302,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772083303,4,GET,/,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,4,0,330.0,421.50381275860127,309.84325002646074,578.7688340060413,92.0
1772083303,4,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,4,0,330.0,421.50381275860127,309.84325002646074,578.7688340060413,92.0
1772083304,4,GET,/,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,7,0,380.0,427.5683811449978,309.84325002646074,578.7688340060413,92.0
1772083304,4,,Aggregated,0.000000,0.000000,380,470,550,550,580,580,580,580,580,580,580,7,0,380.0,427.5683811449978,309.84325002646074,578.7688340060413,92.0
1772083305,4,GET,/,0.000000,0.000000,550,550,680,680,680,680,680,680,680,680,680,8,0,380.0,459.2864325022674,309.84325002646074,681.3127920031548,92.0
1772083305,4,,Aggregated,0.000000,0.000000,470,550,580,580,680,680,680,680,680,680,680,8,0,380.0,459.2864325022674,309.84325002646074,681.3127920031548,92.0
1772083306,4,GET,/,2.000000,0.000000,550,560,680,680,760,760,760,760,760,760,760,12,0,470.0,494.21931966450455,309.84325002646074,755.036583985202,92.0
1772083306,4,,Aggregated,2.000000,0.000000,500,550,580,580,680,760,760,760,760,760,760,12,0,470.0,494.21931966450455,309.84325002646074,755.036583985202,92.0
1772083307,4,GET,/,2.666667,0.000000,550,560,620,680,760,760,760,760,760,760,760,14,0,470.0,498.69309535591,309.84325002646074,755.036583985202,92.0
1772083307,4,,Aggregated,2.666667,0.000000,500,560,580,620,680,760,760,760,760,760,760,14,0,470.0,498.69309535591,309.84325002646074,755.036583985202,92.0
1772083308,4,GET,/,2.000000,0.000000,550,560,660,660,680,760,760,760,760,760,760,16,0,500.0,512.1167370616604,309.84325002646074,755.036583985202,92.0
1772083308,4,,Aggregated,2.000000,0.000000,550,560,620,620,680,760,760,760,760,760,760,16,0,500.0,512.1167370616604,309.84325002646074,755.036583985202,92.0
1772083309,4,GET,/,2.400000,0.000000,560,620,660,660,680,760,760,760,760,760,760,20,0,550.0,530.2790228990489,309.84325002646074,755.036583985202,92.0
1772083309,4,,Aggregated,2.400000,0.000000,550,590,650,660,680,760,760,760,760,760,760,20,0,550.0,530.2790228990489,309.84325002646074,755.036583985202,92.0
1772083310,4,GET,/,2.400000,0.000000,560,620,660,660,680,760,760,760,760,760,760,20,0,550.0,530.2790228990489,309.84325002646074,755.036583985202,92.0
1772083310,4,,Aggregated,2.400000,0.000000,550,590,650,660,680,760,760,760,760,760,760,20,0,550.0,530.2790228990489,309.84325002646074,755.036583985202,92.0
1772083311,4,GET,/,2.285714,0.000000,590,650,660,670,680,760,760,760,760,760,760,24,0,550.0,543.1906215429384,309.84325002646074,755.036583985202,92.0
1772083311,4,,Aggregated,2.285714,0.000000,560,620,660,660,670,680,760,760,760,760,760,24,0,550.0,543.1906215429384,309.84325002646074,755.036583985202,92.0
1772083312,4,GET,/,2.500000,0.000000,590,660,670,670,740,750,760,760,760,760,760,27,0,560.0,558.2008888897554,309.84325002646074,755.036583985202,92.0
1772083312,4,,Aggregated,2.500000,0.000000,560,650,660,670,740,750,760,760,760,760,760,27,0,560.0,558.2008888897554,309.84325002646074,755.036583985202,92.0
1772083313,4,GET,/,2.222222,0.000000,620,650,670,670,740,750,760,760,760,760,760,28,0,560.0,561.1235089298654,309.84325002646074,755.036583985202,92.0
1772083313,4,,Aggregated,2.222222,0.000000,620,650,670,670,740,750,760,760,760,760,760,28,0,560.0,561.1235089298654,309.84325002646074,755.036583985202,92.0
1772083314,4,GET,/,2.400000,0.000000,640,660,670,670,740,750,760,760,760,760,760,32,0,580.0,569.3034180012546,309.84325002646074,755.036583985202,92.0
1772083314,4,,Aggregated,2.400000,0.000000,640,660,670,670,740,750,760,760,760,760,760,32,0,580.0,569.3034180012546,309.84325002646074,755.036583985202,92.0
1772083315,4,GET,/,2.400000,0.000000,650,660,670,670,740,750,760,760,760,760,760,32,0,580.0,569.3034180012546,309.84325002646074,755.036583985202,92.0
1772083315,4,,Aggregated,2.400000,0.000000,650,660,670,670,740,750,760,760,760,760,760,32,0,580.0,569.3034180012546,309.84325002646074,755.036583985202,92.0
1772083316,4,GET,/,2.400000,0.000000,650,660,670,670,690,740,750,750,750,750,750,36,0,580.0,572.3634896138618,309.84325002646074,755.036583985202,92.0
1772083316,4,,Aggregated,2.400000,0.000000,650,660,670,670,690,740,750,750,750,750,750,36,0,580.0,572.3634896138618,309.84325002646074,755.036583985202,92.0
1772083317,4,GET,/,2.400000,0.000000,650,660,670,670,740,750,750,750,750,750,750,39,0,590.0,575.0924647973778,309.84325002646074,755.036583985202,92.0
1772083317,4,,Aggregated,2.400000,0.000000,650,660,670,670,740,750,750,750,750,750,750,39,0,590.0,575.0924647973778,309.84325002646074,755.036583985202,92.0
1772083318,4,GET,/,2.400000,0.000000,650,660,670,670,740,750,750,750,750,750,750,40,0,590.0,576.7328448273474,309.84325002646074,755.036583985202,92.0
1772083318,4,,Aggregated,2.400000,0.000000,650,660,670,670,740,750,750,750,750,750,750,40,0,590.0,576.7328448273474,309.84325002646074,755.036583985202,92.0
1772083320,4,GET,/,2.400000,0.000000,650,660,670,690,750,750,760,760,760,760,760,44,0,620.0,583.1964773215904,309.84325002646074,761.2544580188114,92.0
1772083320,4,,Aggregated,2.400000,0.000000,650,660,670,690,750,750,760,760,760,760,760,44,0,620.0,583.1964773215904,309.84325002646074,761.2544580188114,92.0
1772083321,4,GET,/,2.500000,0.000000,650,650,670,690,750,750,760,760,760,760,760,46,0,620.0,584.0104583729282,309.84325002646074,761.2544580188114,92.0
1772083321,4,,Aggregated,2.500000,0.000000,650,650,670,690,750,750,760,760,760,760,760,46,0,620.0,584.0104583729282,309.84325002646074,761.2544580188114,92.0
1772083322,4,GET,/,2.400000,0.000000,650,650,670,690,750,750,760,760,760,760,760,48,0,640.0,589.8301684410399,309.84325002646074,761.2544580188114,92.0
1772083322,4,,Aggregated,2.400000,0.000000,650,650,670,690,750,750,760,760,760,760,760,48,0,640.0,589.8301684410399,309.84325002646074,761.2544580188114,92.0
1772083323,4,GET,/,2.400000,0.000000,650,660,690,690,750,750,760,760,760,760,760,51,0,640.0,595.1574060817103,309.84325002646074,761.2544580188114,92.0
1772083323,4,,Aggregated,2.400000,0.000000,650,660,690,690,750,750,760,760,760,760,760,51,0,640.0,595.1574060817103,309.84325002646074,761.2544580188114,92.0
1772083324,4,GET,/,2.600000,0.000000,650,650,670,690,750,750,760,760,760,760,760,53,0,640.0,596.8557060223934,309.84325002646074,761.2544580188114,92.0
1772083324,4,,Aggregated,2.600000,0.000000,650,650,670,690,750,750,760,760,760,760,760,53,0,640.0,596.8557060223934,309.84325002646074,761.2544580188114,92.0
