Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,40,0,580.0,574.0173854239401,308.2794579968322,761.5947499871254,92.0,1.903063199237977,0.0,580,650,650,690,750,750,760,760,760,760,760
,Aggregated,40,0,580.0,574.0173854239401,308.2794579968322,761.5947499871254,92.0,1.903063199237977,0.0,580,650,650,690,750,750,760,760,760,760,760
