Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772064291,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772064292,1,GET,/,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,738.1026670045685,738.1026670045685,738.1026670045685,738.1026670045685,92.0
1772064292,1,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,738.1026670045685,738.1026670045685,738.1026670045685,738.1026670045685,92.0
1772064293,1,GET,/,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,738.1026670045685,738.1026670045685,738.1026670045685,738.1026670045685,92.0
1772064293,1,,Aggregated,0.000000,0.000000,740,740,740,740,740,740,740,740,740,740,740,1,0,738.1026670045685,738.1026670045685,738.1026670045685,738.1026670045685,92.0
1772064294,1,GET,/,0.000000,0.000000,740,740,740,740,740,740,740,740,740,740,740,2,0,640.0,687.6114585029427,637.1202500013169,738.1026670045685,92.0
1772064294,1,,Aggregated,0.000000,0.000000,740,740,740,740,740,740,740,740,740,740,740,2,0,640.0,687.6114585029427,637.1202500013169,738.1026670045685,92.0
1772064295,1,GET,/,0.000000,0.000000,740,740,740,740,740,740,740,740,740,740,740,2,0,640.0,687.6114585029427,637.1202500013169,738.1026670045685,92.0
1772064295,1,,Aggregated,0.000000,0.000000,740,740,740,740,740,740,740,740,740,740,740,2,0,640.0,687.6114585029427,637.1202500013169,738.1026670045685,92.0
1772064296,1,GET,/,0.500000,0.000000,680,680,740,740,740,740,740,740,740,740,740,3,0,680.0,685.948291667349,637.1202500013169,738.1026670045685,92.0
1772064296,1,,Aggregated,0.500000,0.000000,680,680,740,740,740,740,740,740,740,740,740,3,0,680.0,685.948291667349,637.1202500013169,738.1026670045685,92.0
1772064297,1,GET,/,0.500000,0.000000,680,680,740,740,740,740,740,740,740,740,740,4,0,640.0,657.7471457494539,573.1437079957686,738.1026670045685,92.0
1772064297,1,,Aggregated,0.500000,0.000000,680,680,740,740,740,740,740,740,740,740,740,4,0,640.0,657.7471457494539,573.1437079957686,738.1026670045685,92.0
1772064298,1,GET,/,0.500000,0.000000,680,680,740,740,740,740,740,740,740,740,740,4,0,640.0,657.7471457494539,573.1437079957686,738.1026670045685,92.0
1772064298,1,,Aggregated,0.500000,0.000000,680,680,740,740,740,740,740,740,740,740,740,4,0,640.0,657.7471457494539,573.1437079957686,738.1026670045685,92.0
1772064299,1,GET,/,0.500000,0.000000,640,680,680,740,740,740,740,740,740,740,740,5,0,640.0,631.5554334025364,526.7885840148665,738.1026670045685,92.0
1772064299,1,,Aggregated,0.500000,0.000000,640,680,680,740,740,740,740,740,740,740,740,5,0,640.0,631.5554334025364,526.7885840148665,738.1026670045685,92.0
1772064300,1,GET,/,0.571429,0.000000,640,640,680,680,740,740,740,740,740,740,740,6,0,570.0,617.0359028377183,526.7885840148665,738.1026670045685,92.0
1772064300,1,,Aggregated,0.571429,0.000000,640,640,680,680,740,740,740,740,740,740,740,6,0,570.0,617.0359028377183,526.7885840148665,738.1026670045685,92.0
1772064301,1,GET,/,0.571429,0.000000,640,640,680,680,740,740,740,740,740,740,740,6,0,570.0,617.0359028377183,526.7885840148665,738.1026670045685,92.0
1772064301,1,,Aggregated,0.571429,0.000000,640,640,680,680,740,740,740,740,740,740,740,6,0,570.0,617.0359028377183,526.7885840148665,738.1026670045685,92.0
1772064302,1,GET,/,0.555556,0.000000,570,640,680,680,740,740,740,740,740,740,740,7,0,570.0,604.6736072915207,526.7885840148665,738.1026670045685,92.0
1772064302,1,,Aggregated,0.555556,0.000000,570,640,680,680,740,740,740,740,740,740,740,7,0,570.0,604.6736072915207,526.7885840148665,738.1026670045685,92.0
1772064303,1,GET,/,0.600000,0.000000,570,640,680,680,740,740,740,740,740,740,740,8,0,570.0,621.3668021300691,526.7885840148665,738.219165999908,92.0
1772064303,1,,Aggregated,0.600000,0.000000,570,640,680,680,740,740,740,740,740,740,740,8,0,570.0,621.3668021300691,526.7885840148665,738.219165999908,92.0
1772064304,1,GET,/,0.600000,0.000000,570,570,680,680,740,740,740,740,740,740,740,8,0,570.0,621.3668021300691,526.7885840148665,738.219165999908,92.0
1772064304,1,,Aggregated,0.600000,0.000000,570,570,680,680,740,740,740,740,740,740,740,8,0,570.0,621.3668021300691,526.7885840148665,738.219165999908,92.0
1772064305,1,GET,/,0.600000,0.000000,570,650,680,680,740,740,740,740,740,740,740,9,0,640.0,624.5443334499012,526.7885840148665,738.219165999908,92.0
1772064305,1,,Aggregated,0.600000,0.000000,570,650,680,680,740,740,740,740,740,740,740,9,0,640.0,624.5443334499012,526.7885840148665,738.219165999908,92.0
1772064306,1,GET,/,0.600000,0.000000,570,570,650,650,740,740,740,740,740,740,740,9,0,640.0,624.5443334499012,526.7885840148665,738.219165999908,92.0
1772064306,1,,Aggregated,0.600000,0.000000,570,570,650,650,740,740,740,740,740,740,740,9,0,640.0,624.5443334499012,526.7885840148665,738.219165999908,92.0
1772064307,1,GET,/,0.600000,0.000000,570,650,650,650,740,740,740,740,740,740,740,10,0,640.0,627.0336335030152,526.7885840148665,738.219165999908,92.0
1772064307,1,,Aggregated,0.600000,0.000000,570,650,650,650,740,740,740,740,740,740,740,10,0,640.0,627.0336335030152,526.7885840148665,738.219165999908,92.0
1772064308,1,GET,/,0.600000,0.000000,650,650,660,660,740,740,740,740,740,740,740,11,0,650.0,630.4694432738787,526.7885840148665,738.219165999908,92.0
1772064308,1,,Aggregated,0.600000,0.000000,650,650,660,660,740,740,740,740,740,740,740,11,0,650.0,630.4694432738787,526.7885840148665,738.219165999908,92.0
