timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 12:08:24,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.73,168.65,241.87,248.37,140.09,1.73,0.24
2026-02-26 12:10:24,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.76,175.0,242.5,248.5,152.3,1.76,0.24
2026-02-26 12:12:24,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.77,175.0,242.5,248.5,151.18,1.77,0.25
2026-02-26 12:14:25,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.75,175.0,242.5,248.5,150.73,1.75,0.23
2026-02-26 12:16:25,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.7,175.0,242.5,248.5,149.72,1.7,0.25
2026-02-26 12:18:25,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.76,175.0,242.5,248.5,151.76,1.76,0.24
2026-02-26 12:20:25,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.72,175.0,242.5,248.5,150.83,1.72,0.24
2026-02-26 12:22:26,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.68,175.0,242.5,248.5,149.77,1.68,0.25
2026-02-26 12:24:26,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.82,175.0,242.5,248.5,147.83,1.82,0.25
2026-02-26 12:26:26,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.77,175.0,242.5,248.5,147.02,1.77,0.25
2026-02-26 12:28:27,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.77,175.0,242.5,248.5,149.84,1.77,0.27
2026-02-26 12:30:27,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.74,175.0,242.5,248.5,150.22,1.74,0.28
2026-02-26 12:32:27,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.75,175.0,242.5,248.5,149.84,1.75,0.26
2026-02-26 12:34:28,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.77,175.0,242.5,248.5,149.52,1.77,0.28
2026-02-26 12:36:28,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.77,171.65,242.16,248.43,142.58,1.77,0.29
2026-02-26 12:38:28,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.77,173.76,242.38,248.48,148.3,1.77,0.27
2026-02-26 12:40:28,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.76,175.0,242.5,248.5,151.24,1.76,0.27
2026-02-26 12:42:29,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.77,175.0,242.5,248.5,147.55,1.77,0.27
2026-02-26 12:44:29,task3,/,3.0,9.0,3.0,4608.0,4608.0,1.76,175.0,242.5,248.5,148.05,1.76,0.27
