timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-25 16:58:51,task2,/,1.0,3.0,1.0,1536.0,1536.0,0.04,31.25,48.12,49.62,23.12,0.04,0.01
2026-02-25 17:00:51,task2,/,1.0,3.0,1.0,1536.0,1536.0,0.31,194.44,439.29,487.86,234.55,0.31,0.03
2026-02-25 17:02:51,task2,/,1.0,3.0,1.0,1536.0,1536.0,0.26,219.12,466.25,493.25,245.74,0.26,0.03
