timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 04:24:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.30,174.02,242.88,249.00,152.23,10.23,0.78
2026-02-26 04:26:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.38,174.32,243.13,249.24,152.31,10.31,0.76
2026-02-26 04:28:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.42,174.38,243.08,249.18,152.52,10.35,0.76
2026-02-26 04:30:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.43,174.21,242.74,248.83,152.87,10.36,0.79
2026-02-26 04:32:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.31,174.14,242.73,248.83,152.67,10.24,0.78
2026-02-26 04:34:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.29,174.20,242.84,248.94,153.10,10.22,0.79
2026-02-26 04:36:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.38,174.38,243.06,249.17,154.21,10.31,0.80
2026-02-26 04:38:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.15,174.37,243.08,249.19,153.57,10.08,0.78
2026-02-26 04:40:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.09,174.36,243.09,249.20,153.19,10.03,0.75
2026-02-26 04:42:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.23,174.37,243.09,249.19,153.17,10.17,0.70
2026-02-26 04:44:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.26,174.26,242.87,248.96,153.24,10.20,0.76
2026-02-26 04:46:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.36,174.23,242.79,248.88,153.34,10.29,0.80
2026-02-26 04:48:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.53,174.30,242.89,248.99,153.47,10.46,0.81
2026-02-26 04:50:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.45,174.24,242.80,248.89,152.58,10.38,0.80
2026-02-26 04:52:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.35,174.17,242.69,248.78,152.07,10.28,0.77
2026-02-26 04:54:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.28,174.11,242.58,248.67,152.12,10.21,0.71
2026-02-26 04:56:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.34,174.10,242.57,248.66,149.66,10.27,0.77
2026-02-26 04:58:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.38,174.09,242.57,248.66,148.15,10.31,0.80
2026-02-26 05:00:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.38,174.09,242.57,248.66,148.15,10.31,0.80
2026-02-26 05:02:13,task3,unknown,2,6.00,2.00,3072.00,3072.00,10.38,174.09,242.57,248.66,148.15,10.31,0.80
