timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 14:04:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,12.02,1652.10,2415.21,2483.04,1245.27,11.82,2.99
2026-02-26 14:06:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.98,1657.03,2415.70,2483.14,1232.28,11.78,2.98
2026-02-26 14:08:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.96,1647.46,2414.74,2482.95,1226.65,11.76,2.97
2026-02-26 14:10:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.95,1622.90,2412.29,2482.46,1228.65,11.75,2.98
2026-02-26 14:12:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.92,1633.60,2413.36,2482.67,1240.63,11.72,2.82
2026-02-26 14:14:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.89,1644.57,2414.46,2482.89,1244.66,11.69,2.75
2026-02-26 14:16:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.84,1655.17,2415.52,2483.10,1239.42,11.64,2.77
2026-02-26 14:18:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.92,1650.88,2415.09,2483.02,1246.38,11.72,2.90
2026-02-26 14:20:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.97,1646.95,2414.69,2482.94,1249.15,11.77,2.91
2026-02-26 14:22:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,12.00,1644.29,2414.43,2482.88,1245.97,11.80,2.77
2026-02-26 14:24:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.99,1645.37,2414.54,2482.90,1234.59,11.79,2.72
2026-02-26 14:26:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.97,1640.73,2414.08,2482.81,1220.87,11.77,2.68
2026-02-26 14:28:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.91,1627.67,2412.77,2482.55,1204.79,11.71,2.62
2026-02-26 14:30:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.97,1643.77,2414.38,2482.87,1227.52,11.77,2.69
2026-02-26 14:32:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,12.00,1652.49,2415.25,2483.05,1242.21,11.80,2.80
2026-02-26 14:34:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.96,1645.74,2414.57,2482.92,1238.95,11.76,2.96
2026-02-26 14:36:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,11.99,1640.43,2414.04,2482.81,1236.74,11.79,2.98
2026-02-26 14:38:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,12.01,1637.28,2413.73,2482.75,1235.47,11.81,2.98
2026-02-26 14:40:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,12.01,1637.28,2413.73,2482.75,1235.47,11.81,2.98
2026-02-26 14:42:13,task1,unknown,1,3.00,1.00,1536.00,1536.00,12.01,1637.28,2413.73,2482.75,1235.47,11.81,2.98
