timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 10:47:00,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.63,668.36,966.84,993.37,553.79,0.63,0.29
2026-02-26 10:49:00,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.61,750.0,975.0,995.0,674.06,0.61,0.31
2026-02-26 10:51:00,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.59,750.0,975.0,995.0,659.68,0.59,0.29
2026-02-26 10:53:01,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.58,750.0,975.0,995.0,697.62,0.58,0.31
2026-02-26 10:55:01,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.61,750.0,975.0,995.0,659.3,0.61,0.28
2026-02-26 10:57:01,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.58,750.0,975.0,995.0,671.97,0.58,0.28
2026-02-26 10:59:01,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.62,750.0,975.0,995.0,654.92,0.62,0.28
2026-02-26 11:01:02,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.57,750.0,975.0,995.0,709.83,0.57,0.31
2026-02-26 11:03:02,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.6,750.0,975.0,995.0,684.84,0.6,0.29
2026-02-26 11:05:02,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.59,750.0,975.0,995.0,683.87,0.59,0.24
2026-02-26 11:07:03,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.59,750.0,975.0,995.0,679.6,0.59,0.31
2026-02-26 11:09:03,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.6,750.0,975.0,995.0,695.71,0.6,0.28
2026-02-26 11:11:03,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.63,750.0,975.0,995.0,678.41,0.63,0.29
2026-02-26 11:13:03,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.6,750.0,975.0,995.0,679.84,0.6,0.28
2026-02-26 11:15:04,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.57,750.0,975.0,995.0,714.33,0.57,0.31
2026-02-26 11:17:04,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.58,750.0,975.0,995.0,692.87,0.58,0.31
2026-02-26 11:19:04,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.6,750.0,975.0,995.0,646.59,0.6,0.3
2026-02-26 11:21:05,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.58,750.0,975.0,995.0,677.05,0.58,0.29
2026-02-26 11:23:05,task1,/,3.0,9.0,3.0,4608.0,4608.0,0.58,750.0,975.0,995.0,688.11,0.58,0.29
