timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 13:00:11,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.12,196.54,446.16,489.23,229.01,1.12,0.1
2026-02-26 13:02:11,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.08,205.18,456.44,491.29,246.95,1.08,0.11
2026-02-26 13:04:11,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.22,212.5,462.5,492.5,247.62,1.22,0.12
2026-02-26 13:06:11,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.19,228.42,469.95,493.99,247.96,1.19,0.12
2026-02-26 13:08:12,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.32,218.97,466.18,493.24,245.32,1.32,0.14
2026-02-26 13:10:12,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.12,216.55,464.94,492.99,240.21,1.12,0.12
2026-02-26 13:12:12,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.21,201.33,451.89,490.38,240.43,1.21,0.13
2026-02-26 13:14:13,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.19,197.34,445.54,489.11,234.4,1.19,0.13
2026-02-26 13:16:13,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.2,201.61,452.27,490.45,239.44,1.2,0.13
2026-02-26 13:18:13,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.28,197.79,446.37,489.27,235.49,1.28,0.14
2026-02-26 13:20:14,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.04,203.35,454.44,490.89,248.49,1.04,0.11
2026-02-26 13:22:14,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.21,207.39,458.55,491.71,239.45,1.21,0.13
2026-02-26 13:24:15,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.15,197.58,445.98,489.2,240.04,1.15,0.11
2026-02-26 13:26:15,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.15,195.53,441.83,488.37,239.05,1.15,0.12
2026-02-26 13:28:15,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.13,202.59,453.52,490.7,240.71,1.13,0.12
2026-02-26 13:30:16,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.34,201.89,452.63,490.53,246.38,1.34,0.14
2026-02-26 13:32:16,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.3,195.83,442.5,488.5,242.65,1.3,0.13
2026-02-26 13:34:16,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.26,199.76,449.63,489.93,250.04,1.26,0.13
2026-02-26 13:36:17,task2,/,3.0,9.0,3.0,4608.0,4608.0,1.36,194.4,439.17,487.83,244.13,1.36,0.15
