timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 12:08:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.17,347.57,485.69,497.97,276.78,7.10,0.38
2026-02-26 12:10:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.13,347.27,485.04,497.29,276.06,7.06,0.38
2026-02-26 12:12:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.15,346.27,485.70,519.82,278.40,7.08,0.38
2026-02-26 12:14:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.22,344.57,487.73,566.36,283.89,7.15,0.38
2026-02-26 12:16:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.29,339.15,485.71,522.18,277.74,7.23,0.38
2026-02-26 12:18:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.32,337.92,484.61,497.65,275.07,7.26,0.38
2026-02-26 12:20:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.31,341.55,484.64,497.35,276.61,7.24,0.39
2026-02-26 12:22:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.21,347.01,489.13,682.73,281.03,7.14,0.36
2026-02-26 12:24:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.15,348.54,489.69,701.45,281.84,7.08,0.36
2026-02-26 12:26:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.16,345.19,485.23,508.66,278.12,7.09,0.38
2026-02-26 12:28:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.37,345.43,486.12,498.63,279.39,7.31,0.39
2026-02-26 12:30:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.57,346.75,486.40,498.82,279.84,7.51,0.39
2026-02-26 12:32:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.74,349.21,485.43,497.54,278.84,7.67,0.37
2026-02-26 12:34:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.49,348.25,485.54,497.75,277.63,7.42,0.35
2026-02-26 12:36:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.29,346.47,485.57,497.94,274.24,7.23,0.34
2026-02-26 12:38:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.23,343.91,485.36,497.93,267.82,7.17,0.33
2026-02-26 12:40:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.09,340.74,485.71,498.59,268.77,7.03,0.34
2026-02-26 12:42:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.01,338.79,485.95,499.03,269.79,6.94,0.35
2026-02-26 12:44:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.01,338.79,485.95,499.03,269.79,6.94,0.35
2026-02-26 12:46:12,task2,unknown,2,6.00,2.00,3072.00,3072.00,7.01,338.79,485.95,499.03,269.79,6.94,0.35
