timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 07:37:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.98,312.50,481.93,496.99,256.13,5.91,0.31
2026-02-26 07:39:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.89,308.04,481.03,496.41,260.03,5.83,0.30
2026-02-26 07:41:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.89,307.29,480.73,496.15,262.03,5.82,0.29
2026-02-26 07:43:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.96,310.36,481.03,496.21,262.05,5.89,0.29
2026-02-26 07:45:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,6.01,304.43,481.89,497.65,260.35,5.91,0.31
2026-02-26 07:47:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.98,303.61,481.89,497.71,259.01,5.88,0.32
2026-02-26 07:49:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.86,308.58,480.91,496.23,258.11,5.79,0.31
2026-02-26 07:51:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,6.02,315.13,481.92,496.75,261.39,5.95,0.30
2026-02-26 07:53:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.93,316.27,482.07,496.81,261.77,5.86,0.30
2026-02-26 07:55:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.52,310.97,481.13,496.24,258.58,5.45,0.29
2026-02-26 07:57:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.65,300.70,480.56,496.54,261.01,5.58,0.30
2026-02-26 07:59:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.89,298.66,480.61,496.78,261.69,5.82,0.32
2026-02-26 08:01:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,6.22,307.40,481.41,496.88,259.69,6.15,0.33
2026-02-26 08:03:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,6.00,307.28,480.99,496.43,260.07,5.93,0.32
2026-02-26 08:05:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.85,306.83,480.69,496.14,261.23,5.78,0.31
2026-02-26 08:07:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.84,306.95,480.70,496.14,263.20,5.78,0.31
2026-02-26 08:09:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.86,306.01,480.60,496.12,261.04,5.80,0.31
2026-02-26 08:11:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.87,305.38,480.54,496.11,259.49,5.81,0.31
2026-02-26 08:13:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.87,305.38,480.54,496.11,259.49,5.81,0.31
2026-02-26 08:15:22,task2,unknown,3,9.00,3.00,4608.00,4608.00,5.87,305.38,480.54,496.11,259.49,5.81,0.31
