timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 06:58:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.65,743.50,980.90,1413.09,722.30,11.39,2.87
2026-02-26 07:00:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.88,744.87,981.37,1468.06,735.42,11.62,2.96
2026-02-26 07:02:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,12.05,746.32,983.20,1623.85,741.13,11.79,3.01
2026-02-26 07:04:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,12.19,747.87,986.45,1883.90,739.19,11.92,3.04
2026-02-26 07:06:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.84,747.50,986.21,1875.19,740.03,11.57,2.95
2026-02-26 07:08:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.73,747.37,986.13,1870.96,738.36,11.46,2.87
2026-02-26 07:10:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.91,747.58,986.31,1880.17,733.63,11.64,2.79
2026-02-26 07:12:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.92,750.47,991.90,2040.77,743.04,11.65,2.85
2026-02-26 07:14:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.89,752.08,995.06,2132.87,749.93,11.62,2.90
2026-02-26 07:16:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.82,751.91,994.80,2128.30,752.68,11.55,2.94
2026-02-26 07:18:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.85,747.29,985.73,1591.67,743.37,11.59,2.89
2026-02-26 07:20:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.90,745.72,982.58,1464.26,740.51,11.64,2.82
2026-02-26 07:22:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.96,748.69,988.30,1941.92,747.53,11.70,2.74
2026-02-26 07:24:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.93,747.46,985.82,1829.26,733.67,11.66,2.75
2026-02-26 07:26:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.90,746.36,983.72,1715.17,728.32,11.63,2.73
2026-02-26 07:28:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.86,746.03,983.28,1679.42,738.57,11.59,2.66
2026-02-26 07:30:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.93,744.94,981.10,1360.57,732.03,11.66,2.72
2026-02-26 07:32:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.98,744.21,979.63,1144.55,726.85,11.71,2.77
2026-02-26 07:34:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.98,744.21,979.63,1144.55,726.85,11.71,2.77
2026-02-26 07:36:40,task1,unknown,2,6.00,2.00,3072.00,3072.00,11.98,744.21,979.63,1144.55,726.85,11.71,2.77
