timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 13:43:31,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.96,742.46,974.25,994.85,664.12,2.96,1.47
2026-02-26 13:45:32,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.91,750.0,975.0,995.0,699.8,2.91,1.44
2026-02-26 13:47:32,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.95,750.0,975.0,995.0,707.84,2.95,1.43
2026-02-26 13:49:32,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.9,750.0,975.0,995.0,703.31,2.9,1.36
2026-02-26 13:51:32,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.97,750.0,975.0,995.0,687.74,2.97,1.33
2026-02-26 13:53:33,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.92,750.0,975.0,995.0,701.06,2.92,1.46
2026-02-26 13:55:33,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.96,750.0,975.0,995.0,699.26,2.96,1.49
2026-02-26 13:57:33,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.95,750.0,975.0,995.0,682.32,2.95,1.42
2026-02-26 13:59:34,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.92,750.0,975.0,995.0,699.19,2.92,1.49
2026-02-26 14:01:34,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.9,750.0,975.0,995.0,701.21,2.9,1.31
2026-02-26 14:03:34,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.89,750.0,975.0,995.0,702.07,2.89,1.37
2026-02-26 14:05:34,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.95,750.0,975.0,995.0,700.71,2.95,1.27
2026-02-26 14:07:35,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.92,750.0,975.0,995.0,695.6,2.92,1.47
2026-02-26 14:09:35,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.9,750.0,975.0,995.0,697.2,2.9,1.34
2026-02-26 14:11:35,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.94,750.0,975.0,995.0,702.17,2.94,1.39
2026-02-26 14:13:36,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.93,750.0,975.0,995.0,690.62,2.93,1.38
2026-02-26 14:15:36,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.91,750.0,975.0,995.0,710.05,2.91,1.34
2026-02-26 14:17:36,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.92,750.0,975.0,995.0,704.3,2.92,1.34
2026-02-26 14:19:37,task1,/,3.0,9.0,3.0,4608.0,4608.0,2.9,750.0,975.0,995.0,704.52,2.9,1.37
