timestamp,service,endpoint,replicas,cpu_limit,cpu_request,memory_limit,memory_request,request_rate,p50_latency,p95_latency,p99_latency,avg_latency,throughput,cpu_usage
2026-02-26 04:44:55,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.21,717.33,971.73,994.35,641.0,1.21,0.58
2026-02-26 04:46:55,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.2,750.0,975.0,995.0,683.13,1.2,0.56
2026-02-26 04:48:55,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.17,750.0,975.0,995.0,681.71,1.17,0.6
2026-02-26 04:50:56,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.19,750.0,975.0,995.0,705.08,1.19,0.58
2026-02-26 04:52:56,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.18,750.0,975.0,995.0,696.85,1.18,0.59
2026-02-26 04:54:56,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.17,750.0,975.0,995.0,714.63,1.17,0.6
2026-02-26 04:56:57,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.19,750.0,975.0,995.0,695.48,1.19,0.6
2026-02-26 04:58:57,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.17,750.0,975.0,995.0,694.47,1.17,0.57
2026-02-26 05:00:57,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.17,750.0,975.0,995.0,698.98,1.17,0.59
2026-02-26 05:02:58,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.18,750.0,975.0,995.0,699.84,1.18,0.57
2026-02-26 05:04:58,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.18,750.0,975.0,995.0,693.63,1.18,0.59
2026-02-26 05:06:58,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.18,750.0,975.0,995.0,695.08,1.18,0.6
2026-02-26 05:08:59,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.17,750.0,975.0,995.0,696.38,1.17,0.58
2026-02-26 05:10:59,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.18,750.0,975.0,995.0,696.41,1.18,0.57
2026-02-26 05:12:59,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.16,750.0,975.0,995.0,702.71,1.16,0.56
2026-02-26 05:15:00,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.18,750.0,975.0,995.0,690.16,1.18,0.59
2026-02-26 05:17:00,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.16,750.0,975.0,995.0,699.67,1.16,0.6
2026-02-26 05:19:00,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.17,750.0,975.0,995.0,690.73,1.17,0.6
2026-02-26 05:21:00,task1,/,2.0,6.0,2.0,3072.0,3072.0,1.15,750.0,975.0,995.0,710.21,1.15,0.59
